restaurant_id,restaurant_name,restaurant_type,address,rating,avg_price,rating_numbers,comments,url,delivery_fee,avg_dilivery_time
41,Bombay Seafood Grill (2890 Banksville Rd),Fast Food,"2890 Banksville Rd, Pittsburgh, PA 15216",,19.2862962962963,,{},https://www.ubereats.com/store/bombay-seafood-grill-2890-banksville-rd/kYX6SLBRV2qVn8BAQckBWw,,
42,SnapBack Chicken Tenders And Mac - Crafton Heights,Fast Food,"1511 Stratmore St, Pittsburgh, PA 15205",2.5,9.190000000000007,11,{},https://www.ubereats.com/store/snapback-chicken-tenders-and-mac-crafton-heights/4dNBE7deVUC2Ipx7Xbc_OQ,,
43,Cluck University - Crafton Heights,Fast Food,"1511 Stratmore St, Pittsburgh, PA 15205",,9.457741935483876,,{},https://www.ubereats.com/store/cluck-university-crafton-heights/P0wn9M9ZWlSK8gFnaiikgg,,
44,Sensai Sushi Bar (1717 Cochran Rd),Fast Food,"1717 Cochran Rd, Pittsburgh, PA 15220",,19.693125000000006,,{},https://www.ubereats.com/store/sensai-sushi-bar-1717-cochran-rd/p8iYz4XQW_a1_Qc0F8q_Tg,,
45,The Thai Perfection (1717 Cochran Rd),Fast Food,"1717 Cochran Rd, Pittsburgh, PA 15220",,24.440000000000005,,{},https://www.ubereats.com/store/the-thai-perfection-1717-cochran-rd/A9haJ6ctUNeCWiM10rWSqQ,,
46,Walgreens (5956 Centre Ave),Fast Food,"5956 Centre Ave, Pittsburgh, PA 15206",4.7,16.61672839506171,36,{'He was so helpful.  Thank you.'},https://www.ubereats.com/store/walgreens-5956-centre-ave/KiUCFEMsRzOrTHLiobzNXw,,
47,Chick-fil-A (1175 Freeport Rd),Fast Food,"1175 Freeport Road, Pittsburgh, PA 15238",4.7,5.801176470588229,150,"{'Good!', 'It’s been days and I can’t stop thinking about how delicious this was. The grilled chicken nuggets were so soft and tender, they practically melted in my mouth. I was in recovery from oral surgery but this food didn’t irritate my mouth at all. Absolu', 'Really nice driver!', 'Delicious', 'Beautiful', ""I'm sure it was good but can't find my food, not sure if they left it outside""}",https://www.ubereats.com/store/chick-fil-a-1175-freeport-rd/F9vx2IwBTeuTUqO5NLLhCg,,
48,Quik-it Chicken,Fast Food,"820 Pennsylvania Ave, Pittsburgh, PA 15233",4.5,9.658627450980394,48,"{'the food is FANTASTIC', 'They have REALLY good food at a low price. Everyone in there is very sweet also!', 'The chicken is wonderful and the ribs never fail me', 'The food is amazing the chicken is fresh and I have told everyone I know about the place', 'The food is great and the prices are reasonable!', 'Love the chicken tenders!', 'I Love their fried wings', 'There Food is always fresh and cooked well and very tasty just like I would have cooked it for a great price and I will always order from them', 'its something about them ribs', 'Delicious', 'Great', 'Everything was amazing and fresh great potions', 'I love their chicken!!', 'Delicious!', 'I love Quik it chicken because they food screams soul and comfort!!!'}",https://www.ubereats.com/store/quik-it-chicken/5O6AQcvgR7qLDttsyV1p3A,,
49,The Wing Experience (Robinson Center),Fast Food,"6050 Robinson Center, Pittsburgh, PA 15205",4.3,14.276590909090915,37,{'Best Value for wings! 10/10'},https://www.ubereats.com/store/the-wing-experience-robinson-center/u3HCU_nlRi-ZkkrVXO_mbg,,
50,Charleys Cheesesteaks - South Hills Village - PA,Fast Food,"301 South Hills Village, Pittsburgh, PA 15241",4.6,5.483103448275864,16,{},https://www.ubereats.com/store/charleys-cheesesteaks-south-hills-village-pa/aTSGSOY8TQKU0DF9WfQXjg,,
51,Panda Express (7223 Mcknight Rd),Fast Food,"7223 Mcknight Rd, Pittsburgh, PA 15237",4.5,19.275581395348837,105,"{'Good quantity, more than I normally get ordering in person.'}",https://www.ubereats.com/store/panda-express-7223-mcknight-rd/paU1KVPITGuXSeAK6-QPYg,,
52,Qdoba Mexican Eats (Carson St.),Fast Food,"2777 East Carson St, Pittsburgh, PA 15203",4.7,7.4346153846153875,173,{'Delicious'},https://www.ubereats.com/store/qdoba-mexican-eats-carson-st/kLax2j62T-iFmiOW74VNiw,,
53,Burger King (647-649 Smithfield Ave),Fast Food,"647-649 Smithfield Ave, Pittsburgh, PA 15222",4.0,6.518767123287671,43,{},https://www.ubereats.com/store/burger-king-647-649-smithfield-ave/9hUZQ_yvS6eJH0C2dnvAFw,,
54,Boston Market (5200 Baum Blvd.),Fast Food,"5200 Baum Blvd., Pittsburgh, PA 15224",3.8,11.862340425531915,88,"{'The food is absolutely delicious and healthy. Good portions', 'It was fresh and hot'}",https://www.ubereats.com/store/boston-market-5200-baum-blvd/hhw7yIKTSPyPGQCdNyfe_g,,
55,Vocelli Pizza (617 Brownsville Road),Fast Food,"617 Brownsville Road, Mt. Oliver, PA 15210",4.5,14.278200000000012,112,"{""It's so yummy."", 'She deliver our pizza to our back yard as requested. Thank you !', 'Best vegetarian sub I’ve ever had', 'Awesome driver', 'Really good', 'Hot', 'Food was good, not happy with uber eats delivery. Constantly ignoring my instructions and going to the wrong address.'}",https://www.ubereats.com/store/vocelli-pizza-617-brownsville-road/YH_daioZQpqZBB6qqIjTGw,,
56,McDonald's® (Heidelberg),Fast Food,"2100 Washington Pike, Heidelberg, PA 15106",4.6,5.031686046511632,200,"{'awesome!', 'Fresh', 'Excellent! Food was hot!', 'Great'}",https://www.ubereats.com/store/mcdonalds-heidelberg/PQ8zlT_pQ520tKOTwD7EJg,,
57,Bruster's Real Ice Cream (4584 Browns Hill Rd),Fast Food,"4584 Browns Hill Road, Pittsburgh, PA 15217",4.8,8.926875,106,"{'Delicious as always! Crispy waffle bowl and 4 incredible ice cream flavors.', 'Amazing service from Brewsters', 'Exactly how i ordered. Everything was delicious and on point', 'Awesome service and amazing flavors, Cant wait to try more flavors. So far the double fudge brownie,Ny cheesecake,and Graham Central Station are my favs!!', 'Delicious', 'Delicious, as always', 'Thanks!'}",https://www.ubereats.com/store/brusters-real-ice-cream-4584-browns-hill-rd/Xc6UvTfLUsW4GgP-2dGM7A,,
58,Ramen Bar Pittsburgh,Fast Food,"5860 Forbes Ave, Pittsburgh, PA 15217",4.8,9.516923076923078,79,"{'Consistent, high quality, delicious food. I love the curry raska ramen.', 'everything is always so fresh and delicious', 'Tasty and fresh', 'takoyaki is a v good deal!', 'This is the best ramen bar in pittsburgh.', 'Favorite ramen spot in pittsburgh\\n', 'Their broths are amazing!!', 'i love the the food and if i cant get a table (because their so busy) that il do take out or delivery ive been eating here for over 5 yrs', 'Amazing as always!', 'It’s the best comfort food and great service every time!', 'This is the best ramen in bar in pittsburgh.  Always fresh, the best broth I have ever tasted.  Never dissatisfied with the quality.  That’s why I order so often.', 'We just love their food! Always consistent!'}",https://www.ubereats.com/store/ramen-bar-pittsburgh/QVWT1HkJRJO5bDuOzA3HQw,,
59,First Watch (Siena),Fast Food,"100 Siena Drive, Upper Saint Clair, PA 15241",4.7,10.103846153846163,81,{},https://www.ubereats.com/store/first-watch-siena/DcDucGwiVKK6Qau9jy9usA,,
60,Rockin Ribs,Fast Food,"1695 Laketon Road, Wilkinsburg, PA 15221",4.4,15.176666666666671,22,{},https://www.ubereats.com/store/rockin-ribs/KsPQu0g9VkWHjjPQ__tQUw,,
